id,event_type,subject,actor,outcome,ip_address,detail_message,details_json,created_at
7db4590a-6dc2-48cb-8fce-2336fcda05bf,license.created,5ecab31e-af98-4d34-8bd6-ca6a0ba7ffff,bmc-lic-21,success,10.20.25.164,Created license application BMC-EST-2026-000010,"{""ward_code"": ""MCGM-MW"", ""city"": ""Mumbai"", ""license_type"": ""estate_permission""}",2026-03-17T10:18:00+00:00
82aac425-5b51-451f-a489-9e4fb669016a,license.created,c0b3d470-08be-4a0c-a4dd-916c07c3f384,bmc-lic-12,success,10.20.79.28,Created license application BMC-BPA-2026-000011,"{""ward_code"": ""MCGM-KE"", ""city"": ""Mumbai"", ""license_type"": ""building_plan_approval""}",2026-03-13T08:15:00+00:00
18f3bd95-2c38-4c40-9507-787db8b1ab44,license.created,02d1cdba-559f-42b8-824f-f338a0e69804,bmc-lic-05,success,10.20.180.120,Created license application BMC-OCC-2026-000012,"{""ward_code"": ""MCGM-E"", ""city"": ""Mumbai"", ""license_type"": ""occupancy_certificate""}",2025-12-15T06:53:00+00:00
9b284fa8-1b62-412e-983c-831d00361709,license.approved,02d1cdba-559f-42b8-824f-f338a0e69804,bmc-lic-05,success,10.20.70.198,Approved license application BMC-OCC-2026-000012,"{""sla_days"": 21, ""decision_state"": ""approved""}",2025-12-20T15:53:00+00:00
65700bb5-c7b6-4c82-b627-a6076ba00d1b,license.created,94b41417-6190-4aa1-9508-b1943e038f2b,pmc-lic-06,success,10.20.20.12,Created license application PMC-TRD-2026-000013,"{""ward_code"": ""PMC-HM"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-12-03T17:33:00+00:00
65c5b5c2-773a-4f96-b890-61f2329880a9,license.approved,94b41417-6190-4aa1-9508-b1943e038f2b,pmc-lic-06,success,10.20.98.1,Approved license application PMC-TRD-2026-000013,"{""sla_days"": 10, ""decision_state"": ""approved""}",2025-12-16T00:33:00+00:00
9648ce48-d554-4b75-85c2-952c04755e0f,license.created,05b9885f-37fb-408d-9102-831fee990979,bmc-lic-13,success,10.20.186.94,Created license application BMC-EST-2026-000014,"{""ward_code"": ""MCGM-KW"", ""city"": ""Mumbai"", ""license_type"": ""estate_permission""}",2025-12-24T07:05:00+00:00
9c4bab26-40bd-4853-8574-f474ac28b9f4,license.created,c4a081da-8d45-47a0-8bfb-cac219fe0cec,bmc-lic-13,success,10.20.90.219,Created license application BMC-OCC-2026-000015,"{""ward_code"": ""MCGM-KW"", ""city"": ""Mumbai"", ""license_type"": ""occupancy_certificate""}",2026-03-21T22:39:00+00:00
28aa9533-e894-45dd-b792-e50fe2d321e0,license.approved,c4a081da-8d45-47a0-8bfb-cac219fe0cec,bmc-lic-13,success,10.20.25.122,Approved license application BMC-OCC-2026-000015,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-03-31T18:39:00+00:00
76f6bc7a-93ac-475f-8f69-994beb36842b,license.created,8020168d-87de-442b-bae5-958cd019d7be,bmc-lic-07,success,10.20.121.40,Created license application BMC-HLT-2026-000016,"{""ward_code"": ""MCGM-FN"", ""city"": ""Mumbai"", ""license_type"": ""health_noc""}",2026-01-07T22:29:00+00:00
4aa04b7d-078b-449e-9b64-a20ace5786e8,license.approved,8020168d-87de-442b-bae5-958cd019d7be,bmc-lic-07,success,10.20.44.66,Approved license application BMC-HLT-2026-000016,"{""sla_days"": 12, ""decision_state"": ""approved""}",2026-01-18T01:29:00+00:00
555a8df0-7d98-4978-899a-b8970d1e36e9,license.created,20bb1d9e-eacb-4cc5-9f41-160193a435d5,bmc-lic-01,success,10.20.69.14,Created license application BMC-OCC-2026-000017,"{""ward_code"": ""MCGM-A"", ""city"": ""Mumbai"", ""license_type"": ""occupancy_certificate""}",2026-02-12T02:37:00+00:00
a0518633-0e13-4574-a9a8-b1db72ef8023,license.rejected,20bb1d9e-eacb-4cc5-9f41-160193a435d5,bmc-lic-01,success,10.20.130.126,Rejected license application BMC-OCC-2026-000017,"{""sla_days"": 21, ""decision_state"": ""rejected""}",2026-02-15T21:37:00+00:00
1e804d31-da60-4708-9e58-6fbd40751005,license.created,b78bf299-f4fa-4d1f-ac10-d3283ceae546,bmc-lic-15,success,10.20.157.145,Created license application BMC-FIR-2026-000018,"{""ward_code"": ""MCGM-PN"", ""city"": ""Mumbai"", ""license_type"": ""fire_referral""}",2026-01-25T12:29:00+00:00
3980d730-0eb1-449a-a573-596f8b8f6f46,license.created,e5ff2813-dd23-4dff-9f78-ae95702791dd,pmc-lic-08,success,10.20.173.74,Created license application PMC-OCC-2026-000019,"{""ward_code"": ""PMC-KY"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-01-28T12:16:00+00:00
481dd481-d0ce-4072-a809-8908081c7180,license.approved,e5ff2813-dd23-4dff-9f78-ae95702791dd,pmc-lic-08,success,10.20.3.78,Approved license application PMC-OCC-2026-000019,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-02-10T14:16:00+00:00
98db2aee-516a-4d10-ac1b-a952043ea3b8,license.created,e57d2f7c-9c37-4102-bfb3-9d471201f4d0,bmc-lic-20,success,10.20.83.137,Created license application BMC-TRD-2026-000020,"{""ward_code"": ""MCGM-ME"", ""city"": ""Mumbai"", ""license_type"": ""trade_license""}",2026-02-25T10:44:00+00:00
187eb893-ed4d-49da-bf82-06e30aedba45,license.approved,e57d2f7c-9c37-4102-bfb3-9d471201f4d0,bmc-lic-20,success,10.20.102.223,Approved license application BMC-TRD-2026-000020,"{""sla_days"": 10, ""decision_state"": ""approved""}",2026-03-07T23:44:00+00:00
20749bbe-72ad-443f-8cad-53ce40ecf798,license.created,a3ea02e7-9232-4457-8c4c-5795317c5fff,pmc-lic-09,success,10.20.145.121,Created license application PMC-TRD-2026-000021,"{""ward_code"": ""PMC-AB"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-12-22T05:46:00+00:00
66ef4727-1069-454d-b12c-9e1ed4145a3b,license.approved,a3ea02e7-9232-4457-8c4c-5795317c5fff,pmc-lic-09,success,10.20.26.190,Approved license application PMC-TRD-2026-000021,"{""sla_days"": 10, ""decision_state"": ""approved""}",2025-12-30T22:46:00+00:00
226f61ad-a4e8-481a-954e-299dee954640,license.created,e0a6ec18-d6ba-4d86-a0f6-85febd1ce72f,pmc-lic-15,success,10.20.41.142,Created license application PMC-TRD-2026-000022,"{""ward_code"": ""PMC-YKD"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-11-24T10:16:00+00:00
010eec6b-3ed4-4a73-b6b2-a48e2ee857b2,license.created,7cdc186e-11c4-4409-ad29-cc67ec034726,bmc-lic-12,success,10.20.199.180,Created license application BMC-SBD-2026-000023,"{""ward_code"": ""MCGM-KE"", ""city"": ""Mumbai"", ""license_type"": ""signboard_permission""}",2025-11-01T04:29:00+00:00
9a13ecfe-5d24-4379-a50f-190f46369cc6,license.approved,7cdc186e-11c4-4409-ad29-cc67ec034726,bmc-lic-12,success,10.20.15.4,Approved license application BMC-SBD-2026-000023,"{""sla_days"": 7, ""decision_state"": ""approved""}",2025-11-08T23:29:00+00:00
32991165-2d12-4b79-88a5-3094b3df06c1,license.created,0b2e1a3f-fb97-428c-bc70-ce5f64885b59,bmc-lic-24,success,10.20.59.195,Created license application BMC-TRD-2026-000024,"{""ward_code"": ""MCGM-T"", ""city"": ""Mumbai"", ""license_type"": ""trade_license""}",2025-12-12T09:02:00+00:00
ee1052e7-e930-4ec7-a251-83ceb15126ed,license.created,90f2da7f-478d-4b4e-8126-dd3f5a7386cb,pmc-lic-11,success,10.20.153.223,Created license application PMC-HLT-2026-000025,"{""ward_code"": ""PMC-KB"", ""city"": ""Pune"", ""license_type"": ""health_noc""}",2026-03-05T14:01:00+00:00
68aba684-bcb9-41af-8fbf-4119efffc128,license.rejected,90f2da7f-478d-4b4e-8126-dd3f5a7386cb,pmc-lic-11,success,10.20.117.118,Rejected license application PMC-HLT-2026-000025,"{""sla_days"": 12, ""decision_state"": ""rejected""}",2026-03-17T00:01:00+00:00
180b8ae2-7c7f-4419-82be-63afec273016,license.created,a259194e-547e-4f1e-be68-1ec606e4b8e4,bmc-lic-18,success,10.20.97.15,Created license application BMC-STO-2026-000026,"{""ward_code"": ""MCGM-RN"", ""city"": ""Mumbai"", ""license_type"": ""storage_noc""}",2026-01-10T00:07:00+00:00
429055c4-be92-463d-b5fc-3dae7a4f7cb7,license.created,97b8a65d-e9de-46fe-99e7-0dcddbf8c52b,bmc-lic-19,success,10.20.48.151,Created license application BMC-TRD-2026-000027,"{""ward_code"": ""MCGM-L"", ""city"": ""Mumbai"", ""license_type"": ""trade_license""}",2026-01-25T14:26:00+00:00
b57bc729-8ab1-4b5f-8f80-85eafc0df7bf,license.created,c41bae06-2fae-4786-b6e2-226478f66ce2,pmc-lic-03,success,10.20.42.243,Created license application PMC-OCC-2026-000028,"{""ward_code"": ""PMC-BBW"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-02-24T15:31:00+00:00
745f9fb4-1c98-468e-bd4b-c0ef7bd930c0,license.approved,c41bae06-2fae-4786-b6e2-226478f66ce2,pmc-lic-03,success,10.20.136.219,Approved license application PMC-OCC-2026-000028,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-03-07T22:31:00+00:00
156a3f91-ba9d-4b00-9384-2cde62aea1b0,license.created,676ccb33-d077-4734-9fdd-9aba97e27b98,pmc-lic-01,success,10.20.75.236,Created license application PMC-OCC-2026-000029,"{""ward_code"": ""PMC-KVW"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-03-09T11:06:00+00:00
5a7dc848-ef51-4dc8-893e-264d47f1d407,license.approved,676ccb33-d077-4734-9fdd-9aba97e27b98,pmc-lic-01,success,10.20.11.225,Approved license application PMC-OCC-2026-000029,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-03-20T17:06:00+00:00
fdaf7b7c-fe10-4ab2-a076-45b703e155a0,license.created,5f06dc3f-5296-4c84-9e6c-b0364f61c4a9,bmc-lic-14,success,10.20.166.146,Created license application BMC-STO-2026-000030,"{""ward_code"": ""MCGM-PS"", ""city"": ""Mumbai"", ""license_type"": ""storage_noc""}",2026-01-26T05:28:00+00:00
8e887f01-bbc8-4299-b021-861aedf138b2,license.created,31dfb91a-4040-46e5-9ffa-4ac5ae2f0d99,bmc-lic-10,success,10.20.51.220,Created license application BMC-HLT-2026-000031,"{""ward_code"": ""MCGM-HE"", ""city"": ""Mumbai"", ""license_type"": ""health_noc""}",2026-01-11T14:09:00+00:00
04d0a653-53f5-4611-b8a2-1b105678794f,license.created,8d347dae-b69f-4991-930e-6caf28a6c902,bmc-lic-03,success,10.20.191.69,Created license application BMC-HLT-2026-000032,"{""ward_code"": ""MCGM-C"", ""city"": ""Mumbai"", ""license_type"": ""health_noc""}",2026-03-14T15:15:00+00:00
ebbbc61b-e396-445c-bbe6-c4e9363e1d30,license.approved,8d347dae-b69f-4991-930e-6caf28a6c902,bmc-lic-03,success,10.20.88.144,Approved license application BMC-HLT-2026-000032,"{""sla_days"": 12, ""decision_state"": ""approved""}",2026-04-02T15:15:00+00:00
2c38bafc-19de-452d-aece-b04c9d8eca75,license.created,28ac8a10-0902-4138-ab8c-904de344cb95,pmc-lic-11,success,10.20.18.143,Created license application PMC-TRD-2026-000033,"{""ward_code"": ""PMC-KB"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2026-03-03T04:24:00+00:00
5771721b-e0cd-412b-91dd-c35df366d417,license.created,863c7a8f-9e62-409b-9c8d-4fbd4223a3c8,pmc-lic-04,success,10.20.94.245,Created license application PMC-HLT-2026-000034,"{""ward_code"": ""PMC-TR"", ""city"": ""Pune"", ""license_type"": ""health_noc""}",2026-02-25T09:43:00+00:00
6b0fcf32-3fca-4d18-8361-35dfc383cb60,license.created,5cae8f06-976c-44f7-9e1a-f7b1454720ba,bmc-lic-19,success,10.20.181.68,Created license application BMC-TRD-2026-000035,"{""ward_code"": ""MCGM-L"", ""city"": ""Mumbai"", ""license_type"": ""trade_license""}",2025-12-05T22:41:00+00:00
e0115f55-1ba0-4a15-b6ea-ebe4444fe9f7,license.created,1349961d-650a-41d1-8f73-0a3c66712b79,pmc-lic-06,success,10.20.130.7,Created license application PMC-TRD-2026-000036,"{""ward_code"": ""PMC-HM"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2026-02-14T06:04:00+00:00
4e28831b-4ed6-4b23-805c-df9a31e010dc,license.created,2997ec42-7998-422b-8888-39a34204443f,pmc-lic-02,success,10.20.184.40,Created license application PMC-STO-2026-000037,"{""ward_code"": ""PMC-BP"", ""city"": ""Pune"", ""license_type"": ""storage_noc""}",2026-01-20T19:24:00+00:00
8ec418f3-2509-45f4-8976-47162178c5d6,license.approved,2997ec42-7998-422b-8888-39a34204443f,pmc-lic-02,success,10.20.7.111,Approved license application PMC-STO-2026-000037,"{""sla_days"": 14, ""decision_state"": ""approved""}",2026-01-27T09:24:00+00:00
9f21ddb7-334a-4e20-bfa2-2c32042e7a04,license.created,e62b0af8-90ce-49ba-96e7-b4c5412a6ce0,pmc-lic-05,success,10.20.39.228,Created license application PMC-OCC-2026-000038,"{""ward_code"": ""PMC-DS"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-02-13T21:38:00+00:00
d9d5d9a2-7900-4916-8e00-c6bbef8fdc8c,license.approved,e62b0af8-90ce-49ba-96e7-b4c5412a6ce0,pmc-lic-05,success,10.20.183.69,Approved license application PMC-OCC-2026-000038,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-02-22T09:38:00+00:00
c3ac1a98-e21a-4a69-bac2-7b6101c5103a,license.created,7abe5a91-a312-40b1-861a-d4b5c21bff84,bmc-lic-13,success,10.20.20.192,Created license application BMC-FIR-2026-000039,"{""ward_code"": ""MCGM-KW"", ""city"": ""Mumbai"", ""license_type"": ""fire_referral""}",2026-02-14T18:12:00+00:00
704866b2-623c-4171-b80a-7ea5a1732319,license.created,5cc6f2dd-b207-4df1-bfca-5c481b500fa3,pmc-lic-03,success,10.20.106.161,Created license application PMC-BPA-2026-000040,"{""ward_code"": ""PMC-BBW"", ""city"": ""Pune"", ""license_type"": ""building_plan_approval""}",2026-03-31T15:09:00+00:00
1b30340e-d950-4c4a-88ba-cab4f4c806d7,license.created,190c59c0-4f34-4886-b37b-1d9767df691c,pmc-lic-09,success,10.20.77.242,Created license application PMC-TRD-2026-000041,"{""ward_code"": ""PMC-AB"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-11-21T01:21:00+00:00
33ddd88b-745d-44e3-94d3-2fda23605ac3,license.rejected,190c59c0-4f34-4886-b37b-1d9767df691c,pmc-lic-09,success,10.20.33.27,Rejected license application PMC-TRD-2026-000041,"{""sla_days"": 10, ""decision_state"": ""rejected""}",2025-11-29T12:21:00+00:00
b0635d38-3c18-4943-bc77-02574493ea4c,license.created,3adf5e2c-1814-4cba-9f31-2d9ea4085456,pmc-lic-04,success,10.20.45.8,Created license application PMC-OCC-2026-000042,"{""ward_code"": ""PMC-TR"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-01-11T08:44:00+00:00
7659a9e6-b205-4241-af39-a6c7dac1c424,license.created,65f2e5cf-0bfe-48f0-a656-6250d9e17cb0,bmc-lic-11,success,10.20.8.205,Created license application BMC-HLT-2026-000043,"{""ward_code"": ""MCGM-HW"", ""city"": ""Mumbai"", ""license_type"": ""health_noc""}",2025-11-15T09:02:00+00:00
8addd066-968f-4e7c-8997-a623871d8eb9,license.created,7153948a-6b32-4538-83a8-63a4ecb72c4d,bmc-lic-03,success,10.20.30.69,Created license application BMC-TRD-2026-000044,"{""ward_code"": ""MCGM-C"", ""city"": ""Mumbai"", ""license_type"": ""trade_license""}",2026-02-25T18:45:00+00:00
d3e4bbcc-e22b-42aa-99b8-90abed837927,license.created,1252ead9-5354-4c86-b9d4-1c4678653e53,pmc-lic-06,success,10.20.200.59,Created license application PMC-TRD-2026-000045,"{""ward_code"": ""PMC-HM"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-11-06T19:20:00+00:00
c58589c3-b931-45c8-b94e-fb62d439c80a,license.created,e3d1dbb7-7b09-46e3-92b7-121ee518931f,pmc-lic-13,success,10.20.29.10,Created license application PMC-TRD-2026-000046,"{""ward_code"": ""PMC-DP"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2026-02-20T05:56:00+00:00
63387c17-d2cd-4f0f-bc59-73dec5471fa0,license.created,5dffff92-5b31-4c07-a825-315f7e16d7bd,pmc-lic-05,success,10.20.113.38,Created license application PMC-FIR-2026-000047,"{""ward_code"": ""PMC-DS"", ""city"": ""Pune"", ""license_type"": ""fire_referral""}",2026-01-05T23:48:00+00:00
05ebe58d-ebbf-4a38-9eda-d7bf69aeadd8,license.approved,5dffff92-5b31-4c07-a825-315f7e16d7bd,pmc-lic-05,success,10.20.83.188,Approved license application PMC-FIR-2026-000047,"{""sla_days"": 10, ""decision_state"": ""approved""}",2026-01-16T23:48:00+00:00
2a21aa34-18e8-4d76-b1a4-164a63bbd7a5,license.created,aa9ed55d-3375-4497-a336-7c82dc172992,bmc-lic-23,success,10.20.150.189,Created license application BMC-SBD-2026-000048,"{""ward_code"": ""MCGM-S"", ""city"": ""Mumbai"", ""license_type"": ""signboard_permission""}",2025-11-06T18:43:00+00:00
440269bb-dd1d-4e8e-becd-a78d6ce1f224,license.rejected,aa9ed55d-3375-4497-a336-7c82dc172992,bmc-lic-23,success,10.20.168.157,Rejected license application BMC-SBD-2026-000048,"{""sla_days"": 7, ""decision_state"": ""rejected""}",2025-11-20T15:43:00+00:00
c2a3252d-334e-4eb5-925c-d320dcebc0d8,license.created,ee2438c9-5659-4fa6-b67e-f48ea833da69,pmc-lic-12,success,10.20.116.242,Created license application PMC-OCC-2026-000049,"{""ward_code"": ""PMC-SG"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-01-08T02:00:00+00:00
83823960-d73f-4673-a679-d4a577b84026,license.created,8f696ba6-a12e-4ba2-ae16-ad470dec8401,pmc-lic-06,success,10.20.50.77,Created license application PMC-STO-2026-000050,"{""ward_code"": ""PMC-HM"", ""city"": ""Pune"", ""license_type"": ""storage_noc""}",2026-03-14T15:16:00+00:00
8cf29d62-71e0-4984-ab07-379fc27051d8,license.created,b5fa9341-bbc3-40ca-b257-f30a08946788,pmc-lic-11,success,10.20.112.229,Created license application PMC-TRD-2026-000051,"{""ward_code"": ""PMC-KB"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2026-01-06T22:00:00+00:00
0fde65c7-55c0-4766-83dd-668589d667d6,license.created,4530b94b-c9e8-416f-827b-cddb3bf1f216,pmc-lic-13,success,10.20.117.118,Created license application PMC-SBD-2026-000052,"{""ward_code"": ""PMC-DP"", ""city"": ""Pune"", ""license_type"": ""signboard_permission""}",2026-03-25T21:51:00+00:00
81662636-4e65-47b1-8af9-af5692306e69,license.approved,4530b94b-c9e8-416f-827b-cddb3bf1f216,pmc-lic-13,success,10.20.130.18,Approved license application PMC-SBD-2026-000052,"{""sla_days"": 7, ""decision_state"": ""approved""}",2026-04-05T02:51:00+00:00
91abc26c-2d07-4a3b-9669-44ae880be208,license.created,5c71a9cb-1d96-498e-85f0-328c264ec918,bmc-lic-13,success,10.20.117.148,Created license application BMC-BPA-2026-000053,"{""ward_code"": ""MCGM-KW"", ""city"": ""Mumbai"", ""license_type"": ""building_plan_approval""}",2025-11-14T17:10:00+00:00
7d6a314e-fde3-4700-a581-26655e803a10,license.created,8412d15a-3bfa-4fb9-95f7-930544c113a5,pmc-lic-06,success,10.20.30.174,Created license application PMC-TRD-2026-000054,"{""ward_code"": ""PMC-HM"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2025-11-22T13:13:00+00:00
d09a46bd-3aa4-4dca-b5b0-6806311c7a81,license.created,0546b23d-1e5d-4107-a6c1-6c43ad39620d,pmc-lic-15,success,10.20.123.101,Created license application PMC-BPA-2026-000055,"{""ward_code"": ""PMC-YKD"", ""city"": ""Pune"", ""license_type"": ""building_plan_approval""}",2026-03-24T14:17:00+00:00
70397fad-e735-48cd-b87d-d6df218966e9,license.approved,0546b23d-1e5d-4107-a6c1-6c43ad39620d,pmc-lic-15,success,10.20.124.56,Approved license application PMC-BPA-2026-000055,"{""sla_days"": 30, ""decision_state"": ""approved""}",2026-03-29T06:17:00+00:00
af396ad2-e9d3-4781-bf43-76c3528deb91,license.created,6d79b437-a756-4e66-ae9c-2c4212a6177c,pmc-lic-16,success,10.20.6.135,Created license application PMC-BPA-2026-000056,"{""ward_code"": ""PMC-SR"", ""city"": ""Pune"", ""license_type"": ""building_plan_approval""}",2025-12-23T07:27:00+00:00
daab74ef-cc67-4277-b1fd-014f8dee3a59,license.created,73014819-db6e-46f6-aad5-1aa1a41dc910,pmc-lic-11,success,10.20.90.250,Created license application PMC-HLT-2026-000057,"{""ward_code"": ""PMC-KB"", ""city"": ""Pune"", ""license_type"": ""health_noc""}",2025-12-26T01:28:00+00:00
40152bb6-db87-493d-b6f3-55011d2fabc8,license.created,863e3bda-1e56-43d3-9be5-fb9a934261b5,pmc-lic-03,success,10.20.157.248,Created license application PMC-OCC-2026-000058,"{""ward_code"": ""PMC-BBW"", ""city"": ""Pune"", ""license_type"": ""occupancy_certificate""}",2026-03-27T09:49:00+00:00
777188cf-7578-42e6-a5e8-b7b3b443cb1b,license.rejected,863e3bda-1e56-43d3-9be5-fb9a934261b5,pmc-lic-03,success,10.20.11.113,Rejected license application PMC-OCC-2026-000058,"{""sla_days"": 21, ""decision_state"": ""rejected""}",2026-04-03T04:49:00+00:00
36770bc0-55bb-42b4-b2a5-a25ae087681f,license.created,8100f0d2-c8ec-4086-9d5a-3028f6dea498,pmc-lic-16,success,10.20.24.116,Created license application PMC-BPA-2026-000059,"{""ward_code"": ""PMC-SR"", ""city"": ""Pune"", ""license_type"": ""building_plan_approval""}",2026-01-19T20:51:00+00:00
b24caced-30bb-44f4-b585-3400ec50a64c,license.created,36f17e63-abef-4f5b-821e-d7a5eea8af78,bmc-lic-13,success,10.20.115.91,Created license application BMC-OCC-2026-000060,"{""ward_code"": ""MCGM-KW"", ""city"": ""Mumbai"", ""license_type"": ""occupancy_certificate""}",2026-03-03T14:51:00+00:00
6bc34a41-b493-4704-9ac8-6f258d9e67e0,license.approved,36f17e63-abef-4f5b-821e-d7a5eea8af78,bmc-lic-13,success,10.20.166.241,Approved license application BMC-OCC-2026-000060,"{""sla_days"": 21, ""decision_state"": ""approved""}",2026-03-10T04:51:00+00:00
3398bc26-5f73-44f8-b9e6-a54af5b6d03c,license.created,4e1dcf0d-0600-4579-899c-14f7201502e7,pmc-lic-01,success,10.20.93.226,Created license application PMC-EST-2026-000061,"{""ward_code"": ""PMC-KVW"", ""city"": ""Pune"", ""license_type"": ""estate_permission""}",2026-03-18T08:27:00+00:00
29ad0322-1278-43c9-9935-ca1b0fd036ec,license.created,f15123da-2778-45fc-a10a-a9cee7fcecc5,pmc-lic-07,success,10.20.140.12,Created license application PMC-BPA-2026-000062,"{""ward_code"": ""PMC-WR"", ""city"": ""Pune"", ""license_type"": ""building_plan_approval""}",2026-01-20T08:28:00+00:00
be1a2297-a786-46b1-bc2a-0363f5110f82,license.created,4f61728a-208f-4638-8bea-2039b5942d24,pmc-lic-11,success,10.20.158.7,Created license application PMC-TRD-2026-000063,"{""ward_code"": ""PMC-KB"", ""city"": ""Pune"", ""license_type"": ""trade_license""}",2026-01-03T21:38:00+00:00
d1dbc67d-59fe-42f9-8600-5fa482e007d7,license.created,8a983b54-00d4-437c-be80-e12643bc0176,bmc-lic-02,success,10.20.152.74,Created license application BMC-SBD-2026-000064,"{""ward_code"": ""MCGM-B"", ""city"": ""Mumbai"", ""license_type"": ""signboard_permission""}",2026-02-11T13:36:00+00:00
