payment_id,license_id,application_number,fee_amount_inr,payment_status,payment_channel,receipt_number
a4f94165-1877-4913-84ed-8cf388c5f2d2,ebe350e3-2d3d-4ee8-b140-c17d89d95454,PMC-TRD-2026-000015,8500,paid,online_pg,RCPT-000015
ad513cbf-95db-4273-a6e0-53baf62f7529,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,PMC-HLT-2026-000016,8900,paid,online_pg,RCPT-000016
8d00c4af-dbac-43e0-bd84-884bc442dae2,8a351d06-eff1-4243-8bc2-1caa68f17910,PMC-TRD-2026-000017,6400,pending,bank_counter,RCPT-000017
23743df9-ef5a-4c16-9669-41833e53ef2f,c366e66e-4e54-4769-b403-1c1479041497,BMC-BPA-2026-000018,245100,pending,online_pg,RCPT-000018
e7254bd0-14f9-4e20-bf49-689a9c62e5b5,3fa2eac7-94eb-43ff-977d-a63f6c7ed74a,PMC-OCC-2026-000019,112100,paid,online_pg,RCPT-000019
dbbd26cf-99cb-4e89-b0af-e24adaf8e200,0e3cf498-76ba-4c90-8241-d9f93d4c7328,PMC-TRD-2026-000020,4400,pending,cash_counter,RCPT-000020
fd9fee69-ffb1-47d3-a11b-d99162c05b7a,19c39797-6259-438e-abf3-9351eda50632,PMC-TRD-2026-000021,14100,pending,online_pg,RCPT-000021
19df00ed-b42a-4331-8fd9-07ff85d9384b,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,PMC-BPA-2026-000022,160100,paid,online_pg,RCPT-000022
d979f1ae-73ea-437a-9b97-d9795babbe25,6ea9fab1-d94c-4259-a0ed-70cc34cf4a0b,BMC-TRD-2026-000023,8800,paid,online_pg,RCPT-000023
205f76e5-625e-409b-9aa7-3b08c4af3125,da283bbb-7131-4089-b13d-5d39c028bae6,BMC-SBD-2026-000024,15500,paid,online_pg,RCPT-000024
869457e6-84b0-4640-afd7-4bcd0ff84df1,924e612d-cea5-4fa9-8b61-60475e63c1ce,BMC-OCC-2026-000025,182700,paid,bank_counter,RCPT-000025
b4d75303-a410-4302-b38a-856954315afa,27b3eeab-886a-4d0f-ae86-4ed03e66ebb5,PMC-HLT-2026-000026,15900,paid,online_pg,RCPT-000026
3193909e-d5b8-4799-8a50-dbec96f6e2dd,ee4af8f2-891e-4500-a912-a38cd19c98d2,BMC-TRD-2026-000027,16000,paid,online_pg,RCPT-000027
f8a3f6f2-6953-4189-aac9-eaea6691beca,ce09d787-546e-456a-81f2-371d32ed58b4,PMC-STO-2026-000028,14200,paid,online_pg,RCPT-000028
c4cec324-e2c8-48fa-a8ef-cf87a3b27ee2,949c57eb-4cfa-416a-ba8e-db0555d9e022,BMC-TRD-2026-000029,16600,pending,online_pg,RCPT-000029
94a522ed-f8e6-4e8d-b943-24c7341705b6,97e3dff5-7b21-4224-a12e-a30d5a58e248,PMC-BPA-2026-000030,128900,paid,online_pg,RCPT-000030
4816a1cb-ecf6-41ce-bdbf-26828e3f1e52,4e742980-5266-43f4-af4d-08b23c430803,BMC-TRD-2026-000031,18000,paid,online_pg,RCPT-000031
c076e8e2-eb8e-4dd6-9f01-e1434f9b5f33,5a5a43cf-423b-443b-8c3a-0c326047f3c5,PMC-OCC-2026-000032,46300,paid,online_pg,RCPT-000032
eaa5f6f0-7f65-41c1-94b8-10814e2b5c64,284a8a5b-8e0b-4a4b-8ee6-2b815d54442a,PMC-HLT-2026-000033,14600,waived,online_pg,RCPT-000033
57505929-a9fa-4363-b65d-59ba66ec8b9f,26fe7def-5869-44a6-97ca-5097c8758dc5,BMC-SBD-2026-000034,23400,paid,online_pg,RCPT-000034
879b8f6a-c8fd-4080-b75e-6a040dc61585,f16ba44e-feb2-4732-9a6e-412694ff18cc,PMC-OCC-2026-000035,62700,paid,online_pg,RCPT-000035
80bed5c7-ad02-491e-982f-670c35353d65,0c37b7ab-aad4-42b4-bd68-6aa5b3e2f3ec,BMC-FIR-2026-000036,7700,paid,bank_counter,RCPT-000036
5b764f35-2a0c-417a-835c-0773c10cb468,e59eceeb-fbd0-4a68-8779-2e4a943b3fd8,BMC-TRD-2026-000037,17600,paid,cash_counter,RCPT-000037
194ff16d-7c29-43dc-b4c1-3cfb4aa5e5e1,bb475935-2dbe-44b2-bb65-b27816dd6455,PMC-STO-2026-000038,25500,pending,cash_counter,RCPT-000038
bc6791c7-6184-493e-9462-237d91e67d9f,88e3d176-b5a9-42a5-91c9-3bdf8a0cbb70,PMC-TRD-2026-000039,15900,pending,online_pg,RCPT-000039
ac1487d1-a555-4c24-a4e1-321ae0204574,199ddb30-b746-4321-8e18-cec604ac8077,BMC-FIR-2026-000040,23700,paid,online_pg,RCPT-000040
f4f3c78f-ae4e-4c59-9fc1-e5dfb6a2b987,227519aa-1c4a-44ee-a302-41c92cfaa105,PMC-TRD-2026-000041,14500,paid,online_pg,RCPT-000041
02bb4521-fdba-455d-b3af-7fb41c001796,e51d2bc4-a01b-437d-a870-e174191385bb,PMC-TRD-2026-000042,12600,paid,bank_counter,RCPT-000042
d9a31f94-33b0-4446-a70e-e60b6c163ebf,80600fb0-c861-4904-ba8a-d669ff747fb6,BMC-HLT-2026-000043,21300,paid,bank_counter,RCPT-000043
00fcd6e6-0b64-4b75-86f9-617d8f900e33,4ae15229-0c51-4988-9d1b-9ea8a38b876b,BMC-BPA-2026-000044,227300,paid,bank_counter,RCPT-000044
858ea09c-874c-4c30-80c8-8f089d8d2434,419012c0-2fec-4055-b7d4-3005742f2387,PMC-SBD-2026-000045,20300,paid,online_pg,RCPT-000045
394b7be4-81fd-4464-a1ff-07af4268569d,8f505ce6-5818-4e8d-8d3e-1f334796a5a8,BMC-BPA-2026-000046,312400,paid,bank_counter,RCPT-000046
697e8dc5-f1e5-42af-9839-95062c1ce312,a26ac5d8-8d15-4a40-9734-cffc3a0ad555,BMC-FIR-2026-000047,12500,paid,bank_counter,RCPT-000047
a5de654a-a807-476f-aca6-d71f699d7032,19afd17b-31c6-4af3-b538-49c097df6b16,PMC-BPA-2026-000048,180900,paid,online_pg,RCPT-000048
0fec5938-05aa-4b12-b6d5-74b04f1a33fb,70c5ce43-af47-43f9-b0cf-0be6071d6341,PMC-HLT-2026-000049,13800,paid,online_pg,RCPT-000049
f973ffae-1430-4329-ab8f-b7facb35c5a5,55feddb9-0ee1-4182-b02a-4c77362acc5d,PMC-BPA-2026-000050,66200,paid,online_pg,RCPT-000050
28de535f-a675-4318-9f35-8e9f596a5140,a965c7da-3bea-4632-a8a2-817b7ecf5847,PMC-TRD-2026-000051,10800,paid,bank_counter,RCPT-000051
06ea5923-8d7c-4f21-8f9c-2bb7a89c49ad,e93449ee-1523-4c1e-977c-aa6f0363ee48,PMC-TRD-2026-000052,10100,pending,bank_counter,RCPT-000052
22537017-8ae1-4db3-8726-ad6239fc011a,4cd86f35-5634-4515-9ea9-a4ad1e259005,BMC-OCC-2026-000053,71200,paid,online_pg,RCPT-000053
9f4896ef-eabb-4983-a949-7e6e16e5c80d,94604e34-738c-4644-bb05-ec99beb0a583,PMC-TRD-2026-000054,11800,paid,bank_counter,RCPT-000054
be5cdcd2-7edb-45ad-9068-7eeeb3f0c5fc,6af7ba1f-7a9d-48b6-863e-653306a3ea3e,BMC-BPA-2026-000055,351300,pending,cash_counter,RCPT-000055
229d8769-5e23-4662-a4c5-f56872477617,0cd1c8ea-0e6c-4192-ba90-cef507c479b2,PMC-HLT-2026-000056,13300,paid,online_pg,RCPT-000056
dc074f66-f134-4ea3-b31a-8d2b09a85c47,bdb37899-38da-49c5-9623-29e73ce35bab,PMC-TRD-2026-000057,9100,pending,bank_counter,RCPT-000057
dc18cd04-6067-4fd6-b718-8cb27aaf0c91,7848ef87-b6ee-4b45-8a51-ecfe053bc578,BMC-OCC-2026-000058,68800,paid,bank_counter,RCPT-000058
042b23ab-e105-4045-80a9-e913707c797d,1b184fec-c6ac-4bb2-b2c9-6fe85581cc44,BMC-HLT-2026-000059,27500,paid,online_pg,RCPT-000059
b3789dda-fc93-4ec9-8ee7-2732ec9da1c7,f314c692-b4d6-4f13-b423-56f5a6db2882,BMC-BPA-2026-000060,31100,paid,cash_counter,RCPT-000060
29f5a16a-a75a-4b76-b811-9c0899820448,e0d6989c-b45f-4778-aa88-97b1742c9a6d,BMC-SBD-2026-000061,13800,pending,online_pg,RCPT-000061
b9c86771-3ff6-4734-9aa0-f069177d1925,c0b7b638-bef9-4f33-b7f3-73a05c4f4d5f,BMC-FIR-2026-000062,25800,paid,online_pg,RCPT-000062
464c71db-2c71-44d0-854e-a1e0c1ddf13a,24482cd4-7d90-4828-b37f-3ea3f29788bf,BMC-TRD-2026-000063,9300,pending,cash_counter,RCPT-000063
16801982-4bc2-4f54-b696-3bdf123af7dc,fbe68d7e-ddd1-4dd6-974b-14c27bb71cf0,BMC-FIR-2026-000064,30000,paid,online_pg,RCPT-000064
cdb0ca2b-e066-416c-8f28-57c49783eed6,0ebc70f5-a28b-4bf7-bcc6-2305ee804971,BMC-TRD-2026-000065,5300,pending,bank_counter,RCPT-000065
424170e3-6b30-4fc0-a0ff-df4c46269f1f,52265f9a-d4bf-4ad1-8014-28766316d7b9,PMC-OCC-2026-000066,48000,paid,bank_counter,RCPT-000066
938bf9fb-cc0b-452d-b7a7-1b07ffd91b91,423e2945-3e97-40c3-9832-044515edfc59,PMC-OCC-2026-000067,65300,paid,cash_counter,RCPT-000067
3809886e-b80f-4c5b-bd34-f2988a85ee32,59afd445-c4e1-4fd9-882e-cb12ab61b37d,PMC-EST-2026-000068,12400,paid,cash_counter,RCPT-000068
61e30450-ab2e-4908-a1b3-d2f075a3e5cd,490f4db4-2d57-4b05-a5ce-7e65f2bf3fdf,BMC-TRD-2026-000069,11200,paid,online_pg,RCPT-000069
df73d600-e20d-41d1-a078-959e113f7cc0,fa5cfbb5-4bc7-4f75-9674-5b536feacf42,BMC-TRD-2026-000070,20800,paid,online_pg,RCPT-000070
83914766-36c4-4bab-8891-4f6b607acda1,9428b610-98a1-4188-9a1b-b342f737fe90,PMC-BPA-2026-000071,37900,paid,bank_counter,RCPT-000071
a3b04607-3065-4149-8b36-d1a4394c9c53,316e635c-dd6b-4fe1-be1f-31f2c8e55f1b,PMC-TRD-2026-000072,13800,paid,cash_counter,RCPT-000072
e2efc35a-6a2d-4f1b-aa5f-41edab813c6f,0062cf05-eb66-43ac-a4eb-c0255d64a1bb,PMC-TRD-2026-000073,4600,paid,online_pg,RCPT-000073
d33918be-0941-4f28-bb12-17bc9f299a7a,28042598-d738-481e-80d6-3166d66c0cea,BMC-TRD-2026-000074,20500,paid,online_pg,RCPT-000074
10c1059b-9564-46f8-aaa2-14e3e666b4f1,9c15ab9f-7f54-4f46-b49f-cd2422956833,BMC-TRD-2026-000075,18400,paid,bank_counter,RCPT-000075
cbd3e342-1bcd-4b4b-b907-8f98f27092ab,96f4bcaf-7595-4cba-be10-f65307bac098,PMC-BPA-2026-000076,171600,paid,online_pg,RCPT-000076
c79ae194-104f-4b7c-a887-e15fe9704d8b,1b4e3ce3-2c82-4aaa-8f75-01d259c8f1a8,BMC-TRD-2026-000077,16700,paid,cash_counter,RCPT-000077
d975f3d8-45fb-4817-a9ea-bc44049f8574,f4aab9ae-f89c-4f1e-a921-3a945bd8901d,PMC-TRD-2026-000078,4300,paid,cash_counter,RCPT-000078
dfefa00a-baeb-49ea-a712-4bd139138f46,6d7f01d5-6648-41fd-b7a4-73deaeb2d94b,PMC-STO-2026-000079,5400,pending,online_pg,RCPT-000079
2548deb0-1b18-48c4-9659-535f49e611c5,a7c9c152-dd55-4fe7-8df5-6fb5968f2273,BMC-BPA-2026-000080,60400,paid,online_pg,RCPT-000080
a484536f-28cb-4766-8233-251a6bdb0036,c9a18c0f-2412-414e-b13c-2d6efe330026,PMC-BPA-2026-000081,201800,paid,cash_counter,RCPT-000081
3d375646-4227-40dc-8698-ad84f92ca868,4803cef1-b8ab-4e01-9277-ae898c661f63,PMC-BPA-2026-000082,24700,paid,online_pg,RCPT-000082
50ae723a-17f1-48b3-9b66-ef97a2af1fcf,3759d55c-e107-4114-9e2e-94ed29127679,PMC-FIR-2026-000083,15100,paid,bank_counter,RCPT-000083
57a0022a-d370-41b0-b71d-7c3f064a29a3,827f255a-fa27-4509-8074-f78f72afd8d9,BMC-STO-2026-000084,9300,paid,online_pg,RCPT-000084
ca0d016b-ee56-4c11-89c5-7c49a758ee61,159a330d-ad60-4688-aa19-f3dee1a40d49,BMC-HLT-2026-000085,18700,paid,online_pg,RCPT-000085
72160f71-b51f-4037-8d58-0327e3c53a96,35d76890-785a-483f-8782-2beb9a1c2e6a,PMC-TRD-2026-000086,2900,paid,online_pg,RCPT-000086
17874ecd-6f2b-420d-8723-a9c3de8e5920,5dc21c99-7a67-4998-8b92-112c079ee857,BMC-HLT-2026-000087,18600,paid,online_pg,RCPT-000087
bbf40fae-0b0b-44a5-9fcb-a19ac018696d,2b3b9dc9-ace8-40f7-a124-1dfdc249d53d,PMC-TRD-2026-000088,9100,paid,online_pg,RCPT-000088
645c34ae-0fb4-4add-ad60-a5caf9b13bbb,e8ffc80b-c6fc-4bf1-aec3-7f29db5c8f80,BMC-TRD-2026-000089,6800,paid,bank_counter,RCPT-000089
37c1795d-af39-4e75-bb15-44f941a907e9,30d55df9-371f-473e-b625-285b52e9e607,BMC-OCC-2026-000090,180300,paid,online_pg,RCPT-000090
03377343-613e-46d6-bf5d-d22451a0ee42,64e87c9b-971c-4c56-a7cc-56ecae06f1fb,PMC-HLT-2026-000091,7200,pending,online_pg,RCPT-000091
c2d29d1d-8b44-4e12-b1a4-3280f6f99f77,2ea6be36-79db-4c5f-bb7d-dbe97dda8a42,PMC-EST-2026-000092,17600,pending,online_pg,RCPT-000092
5addc3a8-72d7-44b5-9f3f-a4323aef2561,3642bf3b-7cdd-45fb-a75f-921ae7a8db30,PMC-TRD-2026-000093,2700,paid,online_pg,RCPT-000093
d34e6716-8a7e-45af-89f9-cc43ef195bd2,5a2aff39-12de-4c60-baab-8ef44a636d79,BMC-EST-2026-000094,9700,paid,online_pg,RCPT-000094
1f4d06b4-c448-41bd-8c3d-b069c84a33a2,1456d8cd-796a-4a39-b854-a828952cef21,BMC-HLT-2026-000095,8900,pending,bank_counter,RCPT-000095
47545846-1cce-490c-8c6d-f35d1344c3c8,d1ca8149-10e3-4880-a4bf-0345428dc20c,PMC-OCC-2026-000096,97400,paid,online_pg,RCPT-000096
8d64d60f-468c-4349-aa60-8de4fabe309f,52d78878-38e7-49fb-b79c-a42105ae68c8,BMC-STO-2026-000097,10000,paid,bank_counter,RCPT-000097
db4acb84-2ca1-4efd-b6d1-cf481135ca59,f47e9682-0e62-46d2-bf97-d8346425ec0e,PMC-HLT-2026-000098,2900,paid,online_pg,RCPT-000098
8718a741-bf3e-48ca-b654-1e1266caeccb,5278b9d5-8aff-4cb3-bc04-6f026f00e572,PMC-STO-2026-000099,14800,paid,bank_counter,RCPT-000099
220ea266-5e00-4adb-a975-a9c5baa5c310,20735752-fdf4-4db7-82c0-24f4da9d95aa,BMC-BPA-2026-000100,133300,paid,online_pg,RCPT-000100
6ada371c-4dc5-4586-9795-909b23334bfb,b9ac773e-0079-4ae0-b382-4e79d4138c66,PMC-TRD-2026-000101,12700,pending,online_pg,RCPT-000101
e51165d7-b27a-4779-bf59-672cd473f065,515722d2-6862-4c23-9946-45e8898e59f2,PMC-EST-2026-000102,7500,paid,online_pg,RCPT-000102
a2221c43-29cf-4a38-8942-ced1ae5c5720,29019702-9a43-4050-b089-b8ca6040dcc4,BMC-BPA-2026-000103,258000,paid,online_pg,RCPT-000103
c63fbb2c-d9f1-440f-883e-23d2a83ac0b4,18541fc0-987e-41c6-8e4f-396c0fe2cd31,PMC-BPA-2026-000104,164700,paid,cash_counter,RCPT-000104
a293ca40-291c-44dd-909b-f2cdbfb505ba,06f15931-7867-40fb-89c4-0fc85e2d86b6,BMC-SBD-2026-000105,24200,pending,cash_counter,RCPT-000105
15c4ac1c-9b73-400d-b73d-b3a385a5f94f,0ccae267-2ee0-4306-aff9-ff845ddab957,PMC-OCC-2026-000106,70800,pending,online_pg,RCPT-000106
62740bfe-2921-4fe7-bf10-cefa9d2e935d,cb71c31f-39f0-4b50-ac34-ce7b987e8921,PMC-TRD-2026-000107,13100,paid,bank_counter,RCPT-000107
31212897-1109-42af-bd17-3df88c6c1bed,8fcd71c8-a8f6-4390-ad6d-759eee4cf512,PMC-STO-2026-000108,5000,paid,online_pg,RCPT-000108
61a88535-5e29-4f69-973c-c60fb6c4e7d8,0c74ef8e-6fe0-447b-83b8-31392072ee2f,PMC-TRD-2026-000109,9700,paid,online_pg,RCPT-000109
bf10b324-5687-40dd-80f5-19334047b771,dd0b7e93-9061-4280-b17a-61a5cf7e3a06,PMC-FIR-2026-000110,8100,paid,bank_counter,RCPT-000110
647bb991-8b35-4f71-bf39-a4d5f2d041e2,b4b4bd36-df68-49b1-9c29-4e219e8c5161,PMC-FIR-2026-000111,16800,pending,cash_counter,RCPT-000111
f629ca65-db3c-4251-8089-f91034c20c2a,4e557a7d-6619-4bc5-8a4f-1c7ae9548ede,BMC-BPA-2026-000112,208600,paid,online_pg,RCPT-000112
e965a0db-cb4f-41ca-bf1f-170b0d6768bc,6eaf1897-be40-498e-acdc-2d8800fa4410,PMC-OCC-2026-000113,76800,paid,online_pg,RCPT-000113
e62d3ab5-518f-413c-bb62-c8626876f7d5,446d63d0-c303-4d31-80a6-ae19638e6c10,PMC-TRD-2026-000114,11600,paid,online_pg,RCPT-000114
8d8c9243-953b-45f1-a71e-6b7e1c330618,86eeb5e2-8086-4385-b581-18b32622b1b4,PMC-TRD-2026-000115,13500,paid,online_pg,RCPT-000115
44184803-c2c8-4556-8b5a-9f158705dca2,108cd829-ec07-426c-b349-9c60f7ddba4a,BMC-TRD-2026-000116,19500,pending,online_pg,RCPT-000116
a89ac1d7-9003-47f7-af21-e4abc654bb6a,8950f312-3310-481c-841b-b91c75955f9f,PMC-OCC-2026-000117,77000,paid,online_pg,RCPT-000117
53f095bf-db75-431e-b33c-8f707ffaab36,e44eb7e5-155b-4b1b-b96e-f1e53edee96f,PMC-SBD-2026-000118,11500,pending,online_pg,RCPT-000118
705489f6-87f5-4e4b-9645-9850d1dd0b4a,5bfc3e54-7dcb-47d5-9479-e18a30c50310,PMC-SBD-2026-000119,6300,paid,online_pg,RCPT-000119
1a7f9465-0cbb-432b-9626-bc7eafb6ce6b,09f94fd7-74dd-4405-874a-ee9940fb7131,PMC-TRD-2026-000120,13300,paid,online_pg,RCPT-000120
26e62a74-78f3-4448-90c5-cdb80cce165a,77c914c9-5517-4e4f-9292-4a0ffcc50c5a,BMC-SBD-2026-000121,15500,paid,online_pg,RCPT-000121
b39207ad-ce22-4cb7-852e-a748fa75a14e,13fcfa15-7d6d-45b2-92ea-c113bf81bfae,BMC-TRD-2026-000122,10400,paid,bank_counter,RCPT-000122
63fa9727-3b0d-4fff-8f09-73f10f9fb776,4c798374-5cdc-483f-aa99-f60ee5a97455,PMC-STO-2026-000123,22100,paid,online_pg,RCPT-000123
d6f9ba6d-7ed3-420d-a5e3-6ac9409708c8,03ef6e40-5c2e-45a2-8365-eefd4f32be53,PMC-FIR-2026-000124,11000,paid,bank_counter,RCPT-000124
04cfe018-ad90-4468-b75a-9eba977c4f4a,e6ae3f23-70df-479d-a6ed-316276c6b673,PMC-SBD-2026-000125,14300,paid,bank_counter,RCPT-000125
