document_id,aggregate_type,aggregate_id,property_id,license_id,filename,media_type,size_bytes,sha256,uploaded_by
0c06b548-ff5f-4691-8628-340713cb6c0c,license,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,09a3dd3e-3dd4-4acc-9975-5c7a0df0aedb,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,bmc-fir-2026-000008_application_note_01.txt,text/plain,128,5e56702dad0908ec4ea6cd12679d675527621ba748044e1bc7862c4cfd17955a,bmc-lic-06
9b69821b-3220-4975-a2cf-6fb361e747c6,license,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,09a3dd3e-3dd4-4acc-9975-5c7a0df0aedb,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,bmc-fir-2026-000008_ownership_note_02.txt,text/plain,126,eb080c56de134f9b7a39c615bbfb0aee71f555f139f52db8f2acf59e06816273,bmc-lic-06
23be00b5-3ac9-418c-bdfd-59a13f9db5e5,license,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,09a3dd3e-3dd4-4acc-9975-5c7a0df0aedb,4cb59cee-e242-4ffb-a38e-e02655b3d4f7,bmc-fir-2026-000008_site_photo_note_03.txt,text/plain,127,e9260e087dee38366d73623981fabfa8fd33328cf7436cdfb5097755e2ba638a,bmc-lic-06
0c6933f7-fdb2-473f-8cb3-460c8a6f7ae6,license,bf24fc9e-b71b-4ec5-bbcb-04a041924c95,a7254628-4035-4645-b428-225ffb8e3cb7,bf24fc9e-b71b-4ec5-bbcb-04a041924c95,bmc-fir-2026-000009_application_note_01.txt,text/plain,126,d855443a8cbf68b5dea4010cde6667eb088a68e1cdea93f6f2c8ce8d094c8b46,bmc-lic-05
61be33f5-68f5-4a8b-a432-2da20b031267,license,4e384d89-6814-4fb6-95bf-f6b28678026c,9d052708-d7d3-4af9-924a-4aefbbfdba6b,4e384d89-6814-4fb6-95bf-f6b28678026c,pmc-occ-2026-000010_application_note_01.txt,text/plain,135,a53e9088c0c944616b57eb6a1cd80f3a93950ecb6babbb296becd871ce038586,pmc-lic-06
ae804ab8-73e1-49f8-90a1-15b16122eaf4,license,4e384d89-6814-4fb6-95bf-f6b28678026c,9d052708-d7d3-4af9-924a-4aefbbfdba6b,4e384d89-6814-4fb6-95bf-f6b28678026c,pmc-occ-2026-000010_ownership_note_02.txt,text/plain,133,6f1d6ae8dd1ed995bf2a16da1c9aa451f987313d7f5ae987ce5539e218c40ac4,pmc-lic-06
1131f87a-63f9-489a-8013-e0e179240ef9,license,822b66e5-75d7-460c-baa1-8aa22b36a2f9,e8d77d69-3e63-4c77-ae5a-f53c3622249c,822b66e5-75d7-460c-baa1-8aa22b36a2f9,pmc-trd-2026-000011_application_note_01.txt,text/plain,136,ca344cb4146868d5b3118ecf7ea174f87c20acab33ca9c3b56eda5fa2c4343af,pmc-lic-06
cfe169ed-f9da-427f-a5fa-44c1c272bf98,license,822b66e5-75d7-460c-baa1-8aa22b36a2f9,e8d77d69-3e63-4c77-ae5a-f53c3622249c,822b66e5-75d7-460c-baa1-8aa22b36a2f9,pmc-trd-2026-000011_ownership_note_02.txt,text/plain,134,b6550d3ac9419559d2c38dd1e772dfa3ce59b129d24b65f15a7f7f5b4d5f40b6,pmc-lic-06
ab391fa7-402f-44bf-a6a4-91146c597f84,license,0e2fc87f-0d29-41f1-b0ec-88d08f8df534,0bee945e-a7bc-4f33-976f-5a10ec046119,0e2fc87f-0d29-41f1-b0ec-88d08f8df534,bmc-bpa-2026-000012_application_note_01.txt,text/plain,126,c2cc4a0c818ff1ecc945145932814af6f453a2ae9ebf0b50ca9eaad0a2871d92,bmc-lic-19
57ae16bc-fd3a-4963-8887-b680a78eb896,license,8be9577f-540b-459b-a2fe-29c80348a90f,2f3ea6ce-63dc-47c6-8f6e-c16aae4002a2,8be9577f-540b-459b-a2fe-29c80348a90f,bmc-bpa-2026-000013_application_note_01.txt,text/plain,127,57f4a9bae4b6836c660925f3cabf1156b758ceea143b678d1ec496a8ea861267,bmc-lic-18
8f2a1729-98bc-457d-9904-02ed27b03874,license,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,6631fcc0-5e65-4106-9460-57029da1a77a,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,pmc-bpa-2026-000014_application_note_01.txt,text/plain,132,58a4fa1b5c71449dbc2c16ff4d59a09a5d6146482ace8e53e08193166184265f,pmc-lic-02
285e92da-6887-47b5-8c3b-dbff63820dda,license,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,6631fcc0-5e65-4106-9460-57029da1a77a,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,pmc-bpa-2026-000014_ownership_note_02.txt,text/plain,130,5ac6a794c61436f4ffcf80279d4b141236f29c7ca6e6cf9541026a67ffd7bc4b,pmc-lic-02
d5aa6353-3afc-4afc-830f-eff249a7afe4,license,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,6631fcc0-5e65-4106-9460-57029da1a77a,bcf1cb2b-1820-4cbf-b3c3-04eddf9fa2d8,pmc-bpa-2026-000014_site_photo_note_03.txt,text/plain,131,8f140247038c63e935697b1fd2dcfb95bc81bcc40bcfb884bfbd2436cb9b038c,pmc-lic-02
7d2cb966-bfa5-4d35-95af-f7ca0e4613cf,license,ebe350e3-2d3d-4ee8-b140-c17d89d95454,1f47c80e-1451-453c-b6f2-cd0d2bc4f28b,ebe350e3-2d3d-4ee8-b140-c17d89d95454,pmc-trd-2026-000015_application_note_01.txt,text/plain,141,62936fbf3c2aaebd41c0b66104c9ef250de327ac13ca09e210ace9897183bffa,pmc-lic-05
96c28478-08a8-4913-a371-6e542d2894a5,license,ebe350e3-2d3d-4ee8-b140-c17d89d95454,1f47c80e-1451-453c-b6f2-cd0d2bc4f28b,ebe350e3-2d3d-4ee8-b140-c17d89d95454,pmc-trd-2026-000015_ownership_note_02.txt,text/plain,139,901d62db826a7500189af1c51ffddbcb577cbdb059200b67453229312b58712a,pmc-lic-05
3a332d2e-4e1f-404f-a0cb-382e08820dfe,license,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,8f75edb2-604b-4d5b-b02b-8a6dd84d4d70,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,pmc-hlt-2026-000016_application_note_01.txt,text/plain,140,a4b34b9f46ee41298f8a5fd1dfe279570006cae4eee8d6e66f625c337e07ecce,pmc-lic-12
a0b6cd74-1af2-47bc-8c19-f14ebb8e1189,license,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,8f75edb2-604b-4d5b-b02b-8a6dd84d4d70,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,pmc-hlt-2026-000016_ownership_note_02.txt,text/plain,138,3755015fc1a55ef1c7fc0f5dbe750493443177732f64b96f9e2dcc53f55375e7,pmc-lic-12
c8eb0047-5d07-43b6-9ee8-bed557fd4e34,license,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,8f75edb2-604b-4d5b-b02b-8a6dd84d4d70,f2d6063e-9e5b-4c74-b099-622a5b33fb0c,pmc-hlt-2026-000016_site_photo_note_03.txt,text/plain,139,a63f1ef6773e905fe40b7c7225727d947eabf4880db4da88b6a1dcc61de39cae,pmc-lic-12
a006e97a-9e5c-48b0-942b-64fd0cca64e7,license,8a351d06-eff1-4243-8bc2-1caa68f17910,f65df517-7160-4d50-9b23-d47e5e2d9621,8a351d06-eff1-4243-8bc2-1caa68f17910,pmc-trd-2026-000017_application_note_01.txt,text/plain,136,7abebaecdb3cffc5a58d406be9a4069c3d18bba0e9a64c5769e84729cc34cc6b,pmc-lic-11
44a46c5b-1063-4d46-80c0-3b5fca00022c,license,8a351d06-eff1-4243-8bc2-1caa68f17910,f65df517-7160-4d50-9b23-d47e5e2d9621,8a351d06-eff1-4243-8bc2-1caa68f17910,pmc-trd-2026-000017_ownership_note_02.txt,text/plain,134,79ac672c5ac0b494317c93c9f4acdb4232c0600d10a346f04e36520900ec0bc9,pmc-lic-11
95b201ca-3de0-43e8-aa8a-61568e788ae9,license,c366e66e-4e54-4769-b403-1c1479041497,21664a09-9aae-4062-bf83-0a8df014039a,c366e66e-4e54-4769-b403-1c1479041497,bmc-bpa-2026-000018_application_note_01.txt,text/plain,128,34a2ae405817c6118f4b190b9713cdf718f1ff0f61d5d41971ff920e64166684,bmc-lic-06
558784ff-bf7e-44d5-aca8-379456169bf5,license,c366e66e-4e54-4769-b403-1c1479041497,21664a09-9aae-4062-bf83-0a8df014039a,c366e66e-4e54-4769-b403-1c1479041497,bmc-bpa-2026-000018_ownership_note_02.txt,text/plain,126,81f47aa2e8f99c6c7a1cf556201c6838fa96753a6b01e0442c16c4f164e89319,bmc-lic-06
25058517-ea0b-4816-8b98-8bcbdf751d63,license,3fa2eac7-94eb-43ff-977d-a63f6c7ed74a,b51b1686-5472-467e-9c22-8f639036b2cb,3fa2eac7-94eb-43ff-977d-a63f6c7ed74a,pmc-occ-2026-000019_application_note_01.txt,text/plain,134,b90ad6b570db299efe8ee4073245ea08789b41080b187772b373661a6be61e76,pmc-lic-10
be2e05e3-884a-45ca-a547-310e0ba19a12,license,0e3cf498-76ba-4c90-8241-d9f93d4c7328,80020b1e-a75c-4b72-971a-41feb3d75b33,0e3cf498-76ba-4c90-8241-d9f93d4c7328,pmc-trd-2026-000020_application_note_01.txt,text/plain,131,18230d50ca889f6bac03f4ce7cacd0aa9f5bc2e8d9bdbfd26b6a39f96003b60c,pmc-lic-09
46efb65c-991d-44ca-8ec0-c898dbbf409e,license,0e3cf498-76ba-4c90-8241-d9f93d4c7328,80020b1e-a75c-4b72-971a-41feb3d75b33,0e3cf498-76ba-4c90-8241-d9f93d4c7328,pmc-trd-2026-000020_ownership_note_02.txt,text/plain,129,ba63d305adf71dee632cd631af97b355fe195dcfb092402692eefcfd28557343,pmc-lic-09
51e98372-ae16-4d21-a660-b7287d5861ce,license,0e3cf498-76ba-4c90-8241-d9f93d4c7328,80020b1e-a75c-4b72-971a-41feb3d75b33,0e3cf498-76ba-4c90-8241-d9f93d4c7328,pmc-trd-2026-000020_site_photo_note_03.txt,text/plain,130,df84b53bb7e49724ec386a6b4875d480b27ea78d78c62a055e6a3d4d4879b28c,pmc-lic-09
ecb2ed20-3add-45b6-8f40-16ce933835d9,license,19c39797-6259-438e-abf3-9351eda50632,f707ddab-cfe8-4784-9c6d-91e0fe130fd1,19c39797-6259-438e-abf3-9351eda50632,pmc-trd-2026-000021_application_note_01.txt,text/plain,134,605af5c30b10b09ed7401fdc7e2877d83d3f28bc17ac4a8d002ac63bc0dfe2a6,pmc-lic-06
1f585180-2be6-44c2-bde1-5ad7fccb6329,license,19c39797-6259-438e-abf3-9351eda50632,f707ddab-cfe8-4784-9c6d-91e0fe130fd1,19c39797-6259-438e-abf3-9351eda50632,pmc-trd-2026-000021_ownership_note_02.txt,text/plain,132,c88f24c3ba0ddbe3c2029e29953a5b4f03e94a160bbd23ae5066aad1810c109b,pmc-lic-06
539ad86b-a858-462c-a8e4-61fc3330bf9d,license,19c39797-6259-438e-abf3-9351eda50632,f707ddab-cfe8-4784-9c6d-91e0fe130fd1,19c39797-6259-438e-abf3-9351eda50632,pmc-trd-2026-000021_site_photo_note_03.txt,text/plain,133,4a07fc2b868b7b42bbfe8d3f7a500fc52483d3b97d725aec309cc7ca66df7db6,pmc-lic-06
96f8d70b-4999-4788-b141-ee1614c2dcaf,license,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,688078ea-99ea-4fa6-8da0-60b5a618d8c5,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,pmc-bpa-2026-000022_application_note_01.txt,text/plain,144,5cde4b03952fee63ccab2a8765309dc81c76111f84ac7a857ac5501ee665cd33,pmc-lic-05
a7241315-ae50-4f87-a8fe-1b7b2749845b,license,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,688078ea-99ea-4fa6-8da0-60b5a618d8c5,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,pmc-bpa-2026-000022_ownership_note_02.txt,text/plain,142,20070dca95d4185e66cd754274044bbe0e5146e233dee492788055e740d45ca7,pmc-lic-05
4e5cad54-addb-4303-a267-cf323a6400c1,license,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,688078ea-99ea-4fa6-8da0-60b5a618d8c5,fde27218-0ace-4f4f-98e2-f6c1cc52fefa,pmc-bpa-2026-000022_site_photo_note_03.txt,text/plain,143,9f15433c99f3ff25fc94bd402a55ecd510cb42ccd51e56804b7b96b20b47fdbc,pmc-lic-05
6e49d060-b82d-4201-84c8-7ec2c9fa73ce,license,6ea9fab1-d94c-4259-a0ed-70cc34cf4a0b,07b8f37c-83f2-450f-ab88-eac87cf7ff25,6ea9fab1-d94c-4259-a0ed-70cc34cf4a0b,bmc-trd-2026-000023_application_note_01.txt,text/plain,127,bf721fd7782def57740304088f4e5c1f6551e37a02946ecab33247ecea8980e2,bmc-lic-12
f8bea5b4-a54e-468f-af1e-6ea695d503e8,license,da283bbb-7131-4089-b13d-5d39c028bae6,2044c392-a776-451a-91a3-420df989bdda,da283bbb-7131-4089-b13d-5d39c028bae6,bmc-sbd-2026-000024_application_note_01.txt,text/plain,132,a1532627fe0b65741865258700ae6005ce60ede9e99f962ebe37784c85a49a19,bmc-lic-09
47b1c1c7-7a3a-4139-ad33-1dae8f0e762d,license,da283bbb-7131-4089-b13d-5d39c028bae6,2044c392-a776-451a-91a3-420df989bdda,da283bbb-7131-4089-b13d-5d39c028bae6,bmc-sbd-2026-000024_ownership_note_02.txt,text/plain,130,901676b7cf1fa9716eec91087a590512a55f8fa00679dbefbe4824135b987d9a,bmc-lic-09
7ec82b75-82fa-4147-b50e-50430c68defb,license,da283bbb-7131-4089-b13d-5d39c028bae6,2044c392-a776-451a-91a3-420df989bdda,da283bbb-7131-4089-b13d-5d39c028bae6,bmc-sbd-2026-000024_site_photo_note_03.txt,text/plain,131,550daa05c1f7f31bda62568d96363e1840a0fc2bf60f383f0349f05d4271a75c,bmc-lic-09
c641d01b-eab1-4091-8ba3-0ed3b93c0e64,license,924e612d-cea5-4fa9-8b61-60475e63c1ce,454b819e-d5a2-4f12-8092-b85ea7128c53,924e612d-cea5-4fa9-8b61-60475e63c1ce,bmc-occ-2026-000025_application_note_01.txt,text/plain,125,b36c31affb5e9d81d3f0ff23c98f2e75ae73b37a62019cea1782ad3ef42f47a0,bmc-lic-02
81e1aed5-73ea-492b-8707-0d0d0f1f7e94,license,924e612d-cea5-4fa9-8b61-60475e63c1ce,454b819e-d5a2-4f12-8092-b85ea7128c53,924e612d-cea5-4fa9-8b61-60475e63c1ce,bmc-occ-2026-000025_ownership_note_02.txt,text/plain,123,6c0ea00e0687e8d1631812151db0ac872e7435c2f3550e3981fc7e3721215886,bmc-lic-02
c17d886f-7cb2-467d-ac25-ca1ad9c35e93,license,924e612d-cea5-4fa9-8b61-60475e63c1ce,454b819e-d5a2-4f12-8092-b85ea7128c53,924e612d-cea5-4fa9-8b61-60475e63c1ce,bmc-occ-2026-000025_site_photo_note_03.txt,text/plain,124,b89cd9cf5eadbe13c68bd5527a492483b1e9f2894f7fe441dc8bdbd24e23adaf,bmc-lic-02
8d0cb6d7-64c1-430d-be03-bf5de06d1a79,license,924e612d-cea5-4fa9-8b61-60475e63c1ce,454b819e-d5a2-4f12-8092-b85ea7128c53,924e612d-cea5-4fa9-8b61-60475e63c1ce,bmc-occ-2026-000025_deficiency_memo_04.txt,text/plain,124,6b3d72b273b7416ef0d21502076f647b373c70f91eb69a42eaa2a8c53eb4f351,bmc-lic-02
64039de4-d3c5-4cfc-a45f-b3e4e3a3c67b,license,27b3eeab-886a-4d0f-ae86-4ed03e66ebb5,a7ff01db-ec82-4305-9f65-fdfd2fb7898c,27b3eeab-886a-4d0f-ae86-4ed03e66ebb5,pmc-hlt-2026-000026_application_note_01.txt,text/plain,133,2a03260868fa7a4e7a97b865b9d64c496810c4a9c637e76c0e577d5539b8ae92,pmc-lic-06
d3401e56-359b-4d43-a49b-f0d04fedfff5,license,27b3eeab-886a-4d0f-ae86-4ed03e66ebb5,a7ff01db-ec82-4305-9f65-fdfd2fb7898c,27b3eeab-886a-4d0f-ae86-4ed03e66ebb5,pmc-hlt-2026-000026_ownership_note_02.txt,text/plain,131,1d6d09c6239e7954644a812571b51a04de759b475590b0042e69f7de84a5b431,pmc-lic-06
ce5d0dd7-4d4c-4223-99e4-70af630bf044,license,ee4af8f2-891e-4500-a912-a38cd19c98d2,0788774c-e82b-4a2e-b52c-12f9f33ec721,ee4af8f2-891e-4500-a912-a38cd19c98d2,bmc-trd-2026-000027_application_note_01.txt,text/plain,126,023ed50b09b3e122dd65b2c239247a6760d8c87804ac9eab574f4d81a0ea5433,bmc-lic-23
fc1f5712-b5fc-4046-91be-9df3a9a9cc8a,license,ee4af8f2-891e-4500-a912-a38cd19c98d2,0788774c-e82b-4a2e-b52c-12f9f33ec721,ee4af8f2-891e-4500-a912-a38cd19c98d2,bmc-trd-2026-000027_ownership_note_02.txt,text/plain,124,7adfc52900ef9776c4ba3076f802c6daea95f41124627502ab413d67862d1c8f,bmc-lic-23
afddb5d1-04c3-49c3-ad16-cfad643ea36c,license,ee4af8f2-891e-4500-a912-a38cd19c98d2,0788774c-e82b-4a2e-b52c-12f9f33ec721,ee4af8f2-891e-4500-a912-a38cd19c98d2,bmc-trd-2026-000027_site_photo_note_03.txt,text/plain,125,24bf6e465f88ecb08e8be30b7f6355f833a689a15214f780a87db04475b10f56,bmc-lic-23
1b7169fd-57f2-4927-9fcd-5c1caef97f21,license,ce09d787-546e-456a-81f2-371d32ed58b4,875f666d-e23b-494b-a72f-8bb5fa0e039e,ce09d787-546e-456a-81f2-371d32ed58b4,pmc-sto-2026-000028_application_note_01.txt,text/plain,128,0ad267a86aae1b14064a57b5a75c423902b2bd3182c78b2e897e2cd8ccff3c69,pmc-lic-03
611420e8-8ae9-4cdd-a25e-27c147d11b26,license,949c57eb-4cfa-416a-ba8e-db0555d9e022,fd140bfc-e25f-4aaa-8ba8-0ccac320081f,949c57eb-4cfa-416a-ba8e-db0555d9e022,bmc-trd-2026-000029_application_note_01.txt,text/plain,125,62fe4633e61a51fdac6600e7969d82e8159b0416f0697c2beb555f374c517b8a,bmc-lic-23
56d66fb4-e75b-496c-b130-9b5b55bddda0,license,949c57eb-4cfa-416a-ba8e-db0555d9e022,fd140bfc-e25f-4aaa-8ba8-0ccac320081f,949c57eb-4cfa-416a-ba8e-db0555d9e022,bmc-trd-2026-000029_ownership_note_02.txt,text/plain,123,249ede96f724e03cea46e5f6a3b7ddbfc6fd2cb8f21d32dbf0931696dedc0c54,bmc-lic-23
7d337e17-9973-487e-8ba2-4be7ff73ac97,license,949c57eb-4cfa-416a-ba8e-db0555d9e022,fd140bfc-e25f-4aaa-8ba8-0ccac320081f,949c57eb-4cfa-416a-ba8e-db0555d9e022,bmc-trd-2026-000029_site_photo_note_03.txt,text/plain,124,bc95b0b0ece7412c790246e6c3624a33c01a519be5555841c1f7f29e502945ca,bmc-lic-23
114e1f29-6db2-4932-9f27-19e1b50736d9,license,97e3dff5-7b21-4224-a12e-a30d5a58e248,ca8930d3-fa8b-48ac-99b3-ff0849c0a2f9,97e3dff5-7b21-4224-a12e-a30d5a58e248,pmc-bpa-2026-000030_application_note_01.txt,text/plain,140,43a8b35c9b96ae1d3c363e417c1e5ac002f154e47ca5f69a9eb5f4da4911f40f,pmc-lic-01
cee51049-610c-4745-b06d-51a4cdaee68b,license,97e3dff5-7b21-4224-a12e-a30d5a58e248,ca8930d3-fa8b-48ac-99b3-ff0849c0a2f9,97e3dff5-7b21-4224-a12e-a30d5a58e248,pmc-bpa-2026-000030_ownership_note_02.txt,text/plain,138,c54de12e16fa00bf3496a04c4b66933827db184131c08dc0b7a71c32c10f6b22,pmc-lic-01
0d8a5399-c6c8-465a-aa42-c3b123be7c70,license,97e3dff5-7b21-4224-a12e-a30d5a58e248,ca8930d3-fa8b-48ac-99b3-ff0849c0a2f9,97e3dff5-7b21-4224-a12e-a30d5a58e248,pmc-bpa-2026-000030_site_photo_note_03.txt,text/plain,139,c307ba01b90473fa1437951b878f318a8cd53af98feee51e1d6d36528ff65555,pmc-lic-01
381a18b3-992e-49ac-aac3-848360949ada,license,4e742980-5266-43f4-af4d-08b23c430803,73d70a4b-1db1-40c0-b5ce-9429315bdedd,4e742980-5266-43f4-af4d-08b23c430803,bmc-trd-2026-000031_application_note_01.txt,text/plain,132,3d253891a8a10e59091c2a05cc27992a739737a963847de149535b0fde93e22b,bmc-lic-18
a0e2f997-af9f-4fa2-9546-ec27f6fda7cd,license,4e742980-5266-43f4-af4d-08b23c430803,73d70a4b-1db1-40c0-b5ce-9429315bdedd,4e742980-5266-43f4-af4d-08b23c430803,bmc-trd-2026-000031_ownership_note_02.txt,text/plain,130,87d036253b570f138878591ec9b2a5ab3ab706b3fafbb1a519f62f5f475c6a0c,bmc-lic-18
ba8c7bd2-819b-4653-8255-aca1675c510f,license,5a5a43cf-423b-443b-8c3a-0c326047f3c5,e3ba5447-299d-4b68-a117-e2c26a10c8bc,5a5a43cf-423b-443b-8c3a-0c326047f3c5,pmc-occ-2026-000032_application_note_01.txt,text/plain,141,2de6a7913be32a60a5176da55959549b831dee3191ff8bfc5478892199c108d8,pmc-lic-01
ce44ff68-6214-449d-84d5-90ca2664d5f8,license,5a5a43cf-423b-443b-8c3a-0c326047f3c5,e3ba5447-299d-4b68-a117-e2c26a10c8bc,5a5a43cf-423b-443b-8c3a-0c326047f3c5,pmc-occ-2026-000032_ownership_note_02.txt,text/plain,139,fd11eacb4b1bebcf601332724987c25c4c52ffd448db3226044d21f9058b98bd,pmc-lic-01
a8dfc694-2b85-4186-8619-bac30b0b4c5c,license,5a5a43cf-423b-443b-8c3a-0c326047f3c5,e3ba5447-299d-4b68-a117-e2c26a10c8bc,5a5a43cf-423b-443b-8c3a-0c326047f3c5,pmc-occ-2026-000032_site_photo_note_03.txt,text/plain,140,65d17ea608fb5f8fb100f336b0c0ecc7abb98ff767bc505edd06d6f30e8063a2,pmc-lic-01
