payment_id,license_id,application_number,fee_amount_inr,payment_status,payment_channel,receipt_number
92ede42d-08ee-40ba-b35a-21a518a1e379,7e3ad4d1-42d6-48d0-8a6d-623090254bf6,PMC-STO-2026-000072,12900,paid,online_pg,RCPT-000072
96da16ce-e50c-4e51-8e04-29beab19fbbb,6e8a29da-2124-473e-a5ea-0a690d26eabd,BMC-STO-2026-000073,18100,paid,online_pg,RCPT-000073
09789695-751c-4a70-a511-6f5fe8bcb1d1,9e573ead-1891-43a6-9369-373e592e101f,PMC-SBD-2026-000074,12700,waived,bank_counter,RCPT-000074
72640bf2-9f3a-4457-bcf5-1fafc8773bc7,4a44545b-55cf-4040-9ffe-781f38fe6a82,PMC-FIR-2026-000075,15000,pending,cash_counter,RCPT-000075
477677df-54ab-4752-be9f-edb2c8918c48,2e6bfe57-8e86-4c1c-a877-a4360fdcd271,PMC-BPA-2026-000076,206400,paid,bank_counter,RCPT-000076
d78c8c41-2b80-4388-87e6-1511300ca5f8,e65aae2f-46b2-41f2-b4c1-be974efb3d39,BMC-BPA-2026-000077,117700,pending,online_pg,RCPT-000077
d5e7286d-3803-4cc8-b011-cb70a00e6944,4205a427-1463-40d4-a36b-b3508059fb14,BMC-STO-2026-000078,18300,paid,cash_counter,RCPT-000078
62db2498-8386-4c7c-891a-4c5218c08518,63c0938b-1e99-4646-a609-19054c777b67,BMC-TRD-2026-000079,20800,paid,online_pg,RCPT-000079
f2460d11-73e9-4b64-bd99-6aeee5482051,055959aa-49d7-4903-8295-9533da03c5eb,BMC-FIR-2026-000080,5000,paid,online_pg,RCPT-000080
e0246dd7-86e5-4aa1-9b88-20099c17f7a7,fc88f539-52fa-404b-992d-a02e5b586f43,BMC-BPA-2026-000081,308200,paid,online_pg,RCPT-000081
6517e79b-0274-4926-b363-d369a0957220,72ed7cb6-2767-444f-a5a4-559961ab97e9,PMC-BPA-2026-000082,101100,paid,online_pg,RCPT-000082
5e56b6c0-7984-4cfb-93ea-d1300c7f3eb3,50faff97-d4e4-49b1-8bab-cd83bda07301,PMC-TRD-2026-000083,9600,paid,online_pg,RCPT-000083
db3e758e-1773-452a-bdc5-392782274183,953cf567-d480-407f-9243-8797f8980657,PMC-FIR-2026-000084,12600,paid,bank_counter,RCPT-000084
0009e779-e55e-4d44-96ee-af7306f2cdc1,b0480b9e-725d-4a84-ab5c-7878f2b32a16,BMC-FIR-2026-000085,22400,paid,online_pg,RCPT-000085
c7372aa0-404c-455f-8316-9fad91d0c34b,ee1b031a-0dbb-4a55-b21c-0b277e4d5c6a,BMC-STO-2026-000086,40900,paid,cash_counter,RCPT-000086
d17e5b13-b651-4336-a0fe-5ce84c2e8f67,eed70d1d-99da-47da-8acc-a51012b42341,BMC-TRD-2026-000087,18100,paid,online_pg,RCPT-000087
0a2f82db-71e3-4294-a64b-0d63450cbf00,44c8652f-464a-4b72-a7d8-defc43322271,PMC-FIR-2026-000088,14800,waived,online_pg,RCPT-000088
da62007e-3456-4f4c-a134-f44f84a4eeac,8a597b6c-d7eb-453c-ba3c-0e1c4a170e89,BMC-SBD-2026-000089,28000,paid,online_pg,RCPT-000089
f9f207ec-1a82-442b-8979-c846c0df88d3,840b6830-9fd2-441e-bb98-f1d90aa767de,PMC-TRD-2026-000090,11000,paid,online_pg,RCPT-000090
f3aae505-15bf-4b3f-85a6-795979512b4a,7e8b96bf-4652-401e-bfb9-33311c403a08,BMC-STO-2026-000091,35700,paid,online_pg,RCPT-000091
615b41a9-9987-4a31-ba69-5585821b2740,006057dd-f3f5-45a9-9371-976fb3b10d2b,BMC-BPA-2026-000092,35300,paid,online_pg,RCPT-000092
9f52737d-7d25-46ac-a672-d46fc0de07b3,ca2a3865-c0d2-4765-a511-fdc644dc55db,BMC-STO-2026-000093,26000,paid,online_pg,RCPT-000093
9f291b18-11ee-4284-b668-40537f2dbaeb,a1edd8c0-6ae9-414e-9027-9f9de04ed12f,BMC-SBD-2026-000094,8300,paid,online_pg,RCPT-000094
8e99bb2a-8119-49ba-bb40-42aaedc94da6,7f3df561-f686-4fe1-ac66-c1c5c9bd1717,PMC-TRD-2026-000095,10100,paid,online_pg,RCPT-000095
350d3845-3f51-42e8-8acb-434b3732ddf9,8fe05513-6b90-4374-8260-30d7829e04b2,BMC-TRD-2026-000096,18100,paid,bank_counter,RCPT-000096
1d3a917a-d4df-4f74-ba5e-29ee6cefd3b9,2d97e853-e8dc-4648-90e6-17f30b76aab8,PMC-BPA-2026-000097,143800,paid,online_pg,RCPT-000097
be91f199-80c6-4072-8613-04a7c2729431,d1cf2a98-55ed-40f7-be2d-a0fa84362983,PMC-BPA-2026-000098,22700,pending,cash_counter,RCPT-000098
8d556206-5c15-4053-b9a9-be3f36dc7b78,944044b8-1416-4e10-aeb1-107f80240e4f,PMC-HLT-2026-000099,12000,paid,online_pg,RCPT-000099
db6681bd-1528-431a-97f2-e317557313b1,e9dd0f0e-0e90-430c-ad2a-2976e6f561d8,PMC-HLT-2026-000100,14300,pending,cash_counter,RCPT-000100
49fd4c6b-9242-4d67-b9a2-322d48dc6ae6,f383ad18-b3a6-436e-9741-a5152eb50fa4,BMC-OCC-2026-000101,20000,paid,bank_counter,RCPT-000101
8dfb7496-bd3d-4c42-9996-1e903b39bb41,e0ea709a-2016-4749-bb54-7c53b8b77ba0,BMC-HLT-2026-000102,13100,pending,online_pg,RCPT-000102
ccaeb87a-70ae-435d-bc60-4933fdd2424e,2ddee60e-f78f-42fb-b5d8-f76cb7187344,BMC-TRD-2026-000103,21200,paid,online_pg,RCPT-000103
0bbf0b73-f9ad-4a2e-af0a-bca8a82841d7,fae4e9ef-568e-48ce-a0f0-1637d55b9359,PMC-SBD-2026-000104,14200,paid,online_pg,RCPT-000104
34a89b1c-f10e-4a8e-a6d6-148f1dde0757,06b03403-5b08-4a83-9329-8cfb709ef5f1,PMC-STO-2026-000105,13600,paid,cash_counter,RCPT-000105
ff3d1271-8d95-41c2-af4a-b784971f2ff9,373926ca-31f3-4b64-b524-e9f50e5945d5,PMC-FIR-2026-000106,18900,paid,online_pg,RCPT-000106
c44db88c-ad76-4cdf-b8e1-55112f6a8d8c,812b9d12-e4e7-4ecd-b753-23d9a529683a,BMC-BPA-2026-000107,147100,paid,online_pg,RCPT-000107
1656d76c-a1cc-48fd-aaab-9aae9c6e1224,d0f7a8d8-877b-464f-9ebf-fb7d38b05be3,PMC-OCC-2026-000108,100900,paid,online_pg,RCPT-000108
af0dcd61-8bfa-4ca7-84b3-558dd4e316a9,9713beed-5aab-4616-a396-925f608cec29,BMC-TRD-2026-000109,8700,paid,online_pg,RCPT-000109
692700c4-73c2-4bd7-8b04-15cde5b8cb2e,155d19d6-f7af-41b8-a0d1-572bf48cb123,BMC-TRD-2026-000110,13300,paid,online_pg,RCPT-000110
a32e89d8-14c7-4e35-b5d8-ed1fa04cc05f,fb5e4ce3-91f3-47b5-b92b-e55748ec45c2,PMC-BPA-2026-000111,76600,paid,cash_counter,RCPT-000111
5aa75aa9-4d74-4c5a-beac-8b152fd9407c,4ef32ac2-3796-4632-a0a8-283a44e418c5,BMC-BPA-2026-000112,156800,paid,online_pg,RCPT-000112
8c43ad6f-372d-481e-b59d-67d9caa94e03,3810a141-beaa-4457-a1db-d221a8768e67,PMC-TRD-2026-000113,14300,pending,online_pg,RCPT-000113
fe846eb7-ad57-444f-a645-e5c9ef20f847,5a2aac17-6422-431b-aeb7-a27f55f19875,PMC-TRD-2026-000114,3500,paid,bank_counter,RCPT-000114
737fe2b9-8071-4580-82a5-753a5dd46464,1d1a396b-f94e-4fe3-8aea-1cee98349493,PMC-TRD-2026-000115,12600,paid,online_pg,RCPT-000115
e50aab79-f2e6-4290-9edc-11b90915f2e0,9709190f-2695-4eef-b9b6-6086d82af4be,BMC-OCC-2026-000116,29800,pending,online_pg,RCPT-000116
5c6855c3-f8f1-45b8-ac00-44c63dafc039,c3504d1d-5656-49f5-b1b1-27c8d7ad06c2,BMC-OCC-2026-000117,94700,paid,online_pg,RCPT-000117
8e19e456-f575-4d83-8e39-cfacc15838ca,3d8ee892-0f95-4621-ad0a-a1223603bf23,BMC-BPA-2026-000118,34000,paid,online_pg,RCPT-000118
0f35d886-d061-4c25-8b9c-f621f6e40be2,05f3d8e5-2b7b-4a60-8514-bee2f4dccf3b,BMC-TRD-2026-000119,5400,paid,online_pg,RCPT-000119
19e03ee9-0fda-419d-aa65-5193a1e01ef5,98bb1275-75e6-48a5-841e-9cea27c43e9b,PMC-OCC-2026-000120,74700,paid,online_pg,RCPT-000120
70791484-84e8-4b1d-857c-d6bd83a51c90,18d34f50-7591-4a3f-885e-83fc4f2524d8,BMC-BPA-2026-000121,208000,paid,online_pg,RCPT-000121
8f80ea91-4fed-4233-8f9c-8238b04ab7e1,cc2875f2-ad41-4438-a883-bd10bd62a24f,PMC-OCC-2026-000122,62900,paid,cash_counter,RCPT-000122
ea34ce70-595e-4096-a055-dbf69f886b7e,09a7d9ca-1407-4463-9cbb-ddf51da0e9cc,BMC-STO-2026-000123,31300,paid,online_pg,RCPT-000123
60100246-9a9c-40c6-90cf-44688f1b9336,f31e5f17-6a51-4e38-834c-b6beb5c6b010,BMC-STO-2026-000124,17900,paid,online_pg,RCPT-000124
5dc532bb-6d24-4358-986c-df6083a1076f,5c30cb70-966e-4b42-968c-282a6b945938,BMC-OCC-2026-000125,56600,paid,online_pg,RCPT-000125
fed09bce-ca5f-4542-98eb-b98f6d41a775,b0fae7d9-7d3f-4f3a-a84c-996161c0056a,PMC-BPA-2026-000126,158400,paid,bank_counter,RCPT-000126
8f7d4a7f-d2eb-43c5-9bd2-e9472a76b10e,846a6fb8-3860-4d03-8929-1a5fb90c4fbd,BMC-OCC-2026-000127,32000,paid,online_pg,RCPT-000127
5fcc0bab-99c6-4d15-bb2a-d5de66f9931f,aab88423-d03a-4eee-947b-b6ba95a1b076,BMC-SBD-2026-000128,22300,pending,bank_counter,RCPT-000128
2338d59e-1804-4cbf-88e3-0463b6246c9b,c39bdfe4-8763-4441-9969-2c4e54ece38f,BMC-STO-2026-000129,13200,pending,bank_counter,RCPT-000129
4dfb03c2-b055-46e4-b3e1-b383cc14e6ed,9aaca893-e74d-4db7-a26a-636d80feaf5c,PMC-OCC-2026-000130,27800,paid,online_pg,RCPT-000130
a96f55cc-66e3-4815-9a0f-c38e70ba2cd4,170f8f74-29b6-452e-9f8a-157a4cb3b90a,BMC-TRD-2026-000131,16000,paid,online_pg,RCPT-000131
50f75d95-ee5e-483b-9d4c-378600d91944,108a6e08-70f9-4e70-86d5-6eba959baa5c,BMC-TRD-2026-000132,20800,pending,online_pg,RCPT-000132
f9b1c4ba-8fa2-413a-b3e9-eb5097e778b7,62565f3c-4259-4d75-8225-f2fb3ed35104,BMC-FIR-2026-000133,17300,paid,online_pg,RCPT-000133
e453337d-ae0f-4e08-8582-ebf2d7ef2f22,1d4c1247-1144-44bd-bd32-b6665854aa0f,PMC-TRD-2026-000134,7200,paid,online_pg,RCPT-000134
4028c69c-0a71-4c0e-9445-2ee61eb84a4f,53795bb2-6839-469d-8898-54c1e9230448,PMC-TRD-2026-000135,11300,paid,online_pg,RCPT-000135
e6f02686-1b00-462a-8899-046492f22535,56c28c31-897c-4d73-b6de-08e72768847e,BMC-BPA-2026-000136,226400,paid,online_pg,RCPT-000136
ddf8d98a-a528-4379-b52a-7d0e0d25fb50,72a8439d-f9c3-49a4-88d7-204caf0765ca,PMC-OCC-2026-000137,108400,pending,bank_counter,RCPT-000137
613534e3-9faf-4b15-8da8-a0cb198b2bfe,410894bf-5d7b-481d-9b57-010ce776e87f,PMC-FIR-2026-000138,8600,paid,online_pg,RCPT-000138
d37ec31e-9cec-41f8-a8fa-12d6c7ef89d7,790b0a14-e66e-4dd9-9151-5ab1dde30c41,PMC-OCC-2026-000139,63000,pending,bank_counter,RCPT-000139
610574d0-6147-497c-9d47-ca42ac3d75d8,ea7b8d34-a569-4446-8cf3-8621645755c7,BMC-TRD-2026-000140,5900,paid,online_pg,RCPT-000140
c6e716fb-ee3d-45cb-9178-39faa7f03cf1,c320aa30-0d60-4846-8a48-9ee9d9ab3105,PMC-BPA-2026-000141,207200,paid,bank_counter,RCPT-000141
1353ae1a-d2dc-4fcb-8ada-5836838bce64,cb6f1700-48b2-44bd-8a6c-6aa935580b3c,BMC-TRD-2026-000142,18600,paid,cash_counter,RCPT-000142
73d3537d-2b09-4263-b699-30159350b256,f45bdd27-2c5f-4f5c-b5d2-a2c3c27c2c90,BMC-SBD-2026-000143,11300,paid,bank_counter,RCPT-000143
b9e544f6-7ceb-4aba-a6a2-9c1ddb5625fd,d046ac05-8cc8-4e0a-9879-539b306a716f,PMC-TRD-2026-000144,13600,paid,cash_counter,RCPT-000144
97809c69-f9be-428b-9dfb-60b208b39dd3,0040a518-4175-441e-8b01-8e90c35cb451,PMC-OCC-2026-000145,99200,paid,bank_counter,RCPT-000145
c8fc8b9d-075e-4dca-8bb6-84e93b95d59e,ab15e241-8064-4487-8e96-8df4adf99c43,BMC-OCC-2026-000146,57400,paid,online_pg,RCPT-000146
63feb798-3152-4aae-99e4-7f30ccc48f4e,8ba0d8ce-739a-407c-835f-9d2b74485901,PMC-STO-2026-000147,20200,paid,online_pg,RCPT-000147
796da3a9-963e-4e1e-97b9-1139acb431dd,cf330edf-d8c1-42a2-8070-2d00593c5121,BMC-FIR-2026-000148,6900,paid,bank_counter,RCPT-000148
85574ce7-1012-4144-8a0d-f6120af18d31,0dd81fbd-c10d-4fd4-8b56-446f07d082f4,BMC-TRD-2026-000149,10800,paid,bank_counter,RCPT-000149
e3067695-59b7-487c-b791-eaf7f35088a3,9526de9a-a4ca-4f42-808a-96d677eb9c63,BMC-TRD-2026-000150,19900,paid,bank_counter,RCPT-000150
200cb11f-ccce-433b-af6e-35c56a054a49,1ffba55f-d232-450d-9def-0ae2f2aee255,BMC-FIR-2026-000151,25800,paid,online_pg,RCPT-000151
a5aa702c-76fa-40e1-8845-4de36d7463e8,d66f0e77-c27d-4a1e-b31a-dbe5cc1fcb8f,BMC-FIR-2026-000152,13400,paid,online_pg,RCPT-000152
4293a84a-f402-48d7-8a63-5a89ec9a548c,e0d24c08-0b4a-474e-b443-f96bbe95af47,PMC-TRD-2026-000153,9700,paid,online_pg,RCPT-000153
52283804-3d72-4b3f-8f2a-4a331808896b,4ab37e76-ed76-44ae-89ce-3698905d14fa,PMC-BPA-2026-000154,92900,paid,cash_counter,RCPT-000154
75fabe48-cf74-4281-a32d-3daf68428bd8,c99a31c8-b548-4be8-9cb5-6b7b44fd266f,BMC-HLT-2026-000155,16600,pending,online_pg,RCPT-000155
89f8bca4-7c9d-4507-be2b-f7768f33fb49,81dfd205-ac13-41bc-887e-850ffddd153f,BMC-HLT-2026-000156,24200,paid,bank_counter,RCPT-000156
22d2e682-a0fe-41b1-ab98-ea15f6589078,95234656-cd24-4709-b63f-07b9222be839,PMC-TRD-2026-000157,4600,paid,online_pg,RCPT-000157
993b2f50-19b3-492c-986a-234f7236b5e1,d7d91cc3-6845-44ad-8fc4-924f25ba4712,BMC-STO-2026-000158,21700,paid,bank_counter,RCPT-000158
d9693e72-131f-4162-86cf-14b45e089efc,18964cb2-ac65-4cdf-9fe0-efe505275824,BMC-HLT-2026-000159,18500,paid,online_pg,RCPT-000159
